contract_ticker,etf,lag_minutes,direction,n_obs,coef,t_stat,p_value,r_squared,r2_daily_screen,date_start,date_end,contract_title
FEDDECISION-24SEP-C25,VDC,-3,etf_leads,603,0.0017747736511880895,1.4133457498593494,0.158071799194525,0.0033126937600410633,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,-2,etf_leads,604,0.0004757606396279801,0.37858718297561506,0.7051279150955798,0.00023803013068113277,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,-1,etf_leads,605,-0.0009030448323988056,-0.7220169134900692,0.47056396856583227,0.0008637779910828369,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,0,contemporaneous,606,-0.005324425816179976,-4.324567083163258,1.7877786670286186e-05,0.03003344143277753,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,1,kalshi_leads,605,-0.0031382935205608318,-2.446528830054208,0.014708445327779068,0.009828646632295324,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,2,kalshi_leads,604,4.034683662107878e-05,0.031007174964333615,0.9752740945737832,1.5970819995381191e-06,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,3,kalshi_leads,603,-3.949947361617924e-05,-0.030070580603058054,0.9760207462087349,1.5045565011639894e-06,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,4,kalshi_leads,602,-6.062689760372522e-05,-0.04359388977750899,0.965242625911219,3.1673686777811128e-06,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,5,kalshi_leads,601,-0.0006688886114191986,-0.4812237689621216,0.6305332071672564,0.0003864554622401428,0.6325467130894744,2024-09-04,2024-09-18,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
KXECKH276,VDE,-4,etf_leads,30,0.0009587667490014159,0.03010959351989018,0.9761932457912059,3.23770810455315e-05,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,-3,etf_leads,31,0.0022688806904798808,0.07161541829078732,0.9433995948704149,0.0001768228018559359,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,-2,etf_leads,32,0.004672119415393279,0.1472265561202258,0.8839382010085794,0.0007220002998279407,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,-1,etf_leads,33,0.0018179643097469772,0.05022437491120183,0.960265806966194,8.136395469793278e-05,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,0,contemporaneous,34,-0.12159193200898712,-3.78963962326219,0.0006299924639045873,0.30977015879484304,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,1,kalshi_leads,33,-0.018041234783267593,-0.461586005608942,0.6476010002062851,0.0068260410666364235,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,2,kalshi_leads,32,0.027799730623300847,0.706460439808721,0.4853528968074121,0.01636397717748006,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,3,kalshi_leads,31,-0.07207729592743023,-1.8958293959599102,0.06798753532501467,0.1102703090149234,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,4,kalshi_leads,30,0.0029235511783278186,0.07142532388107281,0.9435669949835688,0.00018216598420472963,0.6325059413818794,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,-4,etf_leads,30,0.004099374655105913,0.205633043447268,0.8385653236521883,0.001507899539390567,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,-3,etf_leads,31,0.003360900564908882,0.17104825682818225,0.8653737161027165,0.0010078627108446314,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,-2,etf_leads,32,0.0035881088997805873,0.16234806016968945,0.8721203500244088,0.0008777918924732786,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,-1,etf_leads,33,-0.00042306640190991913,-0.015861553065205244,0.9874464890969598,8.115703994171497e-06,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,0,contemporaneous,34,-0.07128940824153965,-3.1114894115172667,0.003899607408063762,0.23227084915678642,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,1,kalshi_leads,33,-0.008848800835543014,-0.3403247374194495,0.7359074459557287,0.003722252007161031,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,2,kalshi_leads,32,-0.04333641101395249,-1.7241070456782366,0.09498047090144661,0.09015212794448257,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,3,kalshi_leads,31,0.06810622233864565,2.881903460647357,0.007367051842033232,0.22263197230035225,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,4,kalshi_leads,30,0.028488067705087928,1.1101303327395455,0.27638601276801555,0.04215835184301964,0.5903053031486734,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,-4,etf_leads,30,0.010225519953333507,0.38432210395528743,0.7036431227148476,0.0052474433552183175,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,-3,etf_leads,31,0.004710574708053848,0.17970400608962983,0.8586347261919914,0.0011123313344675312,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,-2,etf_leads,32,0.002913787956645404,0.10053568863759751,0.920587936136969,0.00033680068340957714,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,-1,etf_leads,33,-0.00039185215381476717,-0.011139228198651709,0.9911837454033299,4.002642200129358e-06,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,0,contemporaneous,34,-0.09819950979383622,-2.977813940788056,0.005496934204388593,0.21697933077566345,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,1,kalshi_leads,33,-0.0057352647633758785,-0.15186243189824708,0.8802794748693361,0.0007433888400408817,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,2,kalshi_leads,32,-0.053795566887770714,-1.4574717204083465,0.15537537759127676,0.06612529622415186,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,3,kalshi_leads,31,0.09290685664536422,2.6747568358394918,0.012160889160014733,0.19788294492722724,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,4,kalshi_leads,30,-0.009988957761072156,-0.26028341810294486,0.7965497456034769,0.0024137119603685475,0.5887966658096906,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,-4,etf_leads,30,0.0006835864981506515,0.06710419387991715,0.9469756365693702,0.00016079459937723417,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,-3,etf_leads,31,0.00011606915555803857,0.011531080561562821,0.9908786959110176,4.585007216340031e-06,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,-2,etf_leads,32,-0.0010069647777644134,-0.09187870291613165,0.9274052042162344,0.000281310710334326,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,-1,etf_leads,33,-0.0011923081857460908,-0.08273186280289273,0.9345966545229473,0.0002207435558088111,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,0,contemporaneous,34,0.03215482349862259,2.1748071835354423,0.03714654724447997,0.12877249676285696,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,1,kalshi_leads,33,0.009044045767331322,0.5681751660096712,0.5740089179999304,0.010306319423109112,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,2,kalshi_leads,32,-0.014901806835231048,-0.9311244414126555,0.35922223503410844,0.0280880205308337,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,3,kalshi_leads,31,-0.03785720730242171,-2.5358133711329476,0.016865407146523573,0.18149269065797613,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,4,kalshi_leads,30,-0.05019339232369691,-3.7497833755271626,0.0008184810848157232,0.3342982104367215,0.532567360488065,2024-11-04,2024-11-26,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECDJT316,VIS,-5,etf_leads,32,-0.027409922072998912,-1.1899068952119225,0.24341485588899597,0.0450688788763669,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,-4,etf_leads,33,0.035597212836685585,1.599366593407471,0.11988299504843526,0.0762255056938883,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,-3,etf_leads,34,0.0036420827826835808,0.1560542950151908,0.8769705570809592,0.0007604507430968299,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,-2,etf_leads,35,0.013477480494015669,0.6315586978440134,0.5320261340398816,0.01194251278408398,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,-1,etf_leads,36,0.007865680220558823,0.2594201927579145,0.7968754213117996,0.001975467345788018,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,0,contemporaneous,37,-0.07020235465326424,-2.554759402901269,0.01513211749998823,0.15717070174462122,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,1,kalshi_leads,36,-0.00751652075554372,-0.2472507420574314,0.8062011540381454,0.0017948002368148863,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,2,kalshi_leads,35,-0.002823119441193984,-0.0910782005951954,0.9279810689048539,0.00025130769594994273,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,3,kalshi_leads,34,0.020734257989401737,0.6670167347647497,0.5095429258527935,0.013712822944930148,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,4,kalshi_leads,33,0.009026919588770903,0.2846229529750295,0.7778257799571574,0.0026064218882478896,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VIS,5,kalshi_leads,32,-0.016362947838676437,-0.5093862572304861,0.6142082246563275,0.008574979061975574,0.5039225356388715,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,-5,etf_leads,32,-0.01229491979498845,-0.48635372101762514,0.6302504742639448,0.007822983132389605,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,-4,etf_leads,33,0.026619035452696175,1.087840410760528,0.2850512853669593,0.03677041202750808,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,-3,etf_leads,34,-0.0001506512459246651,-0.005962035062330921,0.9952800265045367,1.1108069560838985e-06,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,-2,etf_leads,35,0.016220584578602756,0.7018632950356837,0.4876853956205506,0.014708081999378453,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,-1,etf_leads,36,-0.008987594736920887,-0.41173352207303704,0.6831189411612337,0.004961277504239137,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,0,contemporaneous,37,-0.04996331248923035,-2.5164069290183706,0.01659246214091753,0.15320471508404154,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,1,kalshi_leads,36,-0.011923199685480189,-0.5459951490211394,0.5886342268204422,0.008691752888029036,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,2,kalshi_leads,35,0.000595017530617453,0.026684211927962307,0.9788723235528825,2.1576721290328393e-05,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,3,kalshi_leads,34,0.016076510815988203,0.7157553829271143,0.4793330936134351,0.01575728808168364,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,4,kalshi_leads,33,0.027441647558035756,1.2218074075784382,0.23099037678721188,0.04594287744607439,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
KXECDJT316,VDE,5,kalshi_leads,32,-0.020026195239508545,-0.8709804125372456,0.39068156960138145,0.02466323920349256,0.492237843550756,2024-11-04,2024-12-12,"Will Trump win 316-222 - AZ, GA, MI, MN, NC, PA, WI?"
RATECUT-24SEP18,VOX,-5,etf_leads,32,0.19394065992637355,0.9323414715605612,0.35860337386980257,0.028159424688002477,0.4620130239894225,2024-09-04,2024-09-18,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VOX,-4,etf_leads,33,0.08092653543146958,0.4043274593095907,0.6887480851137648,0.005245906128238609,0.4620130239894225,2024-09-04,2024-09-18,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VOX,-3,etf_leads,34,0.03130883776768406,0.16467107570528897,0.8702386984363351,0.0008466751329440081,0.4620130239894225,2024-09-04,2024-09-18,"Will the Federal Reserve cut rates before September 19, 2024?"
