contract_ticker,etf,k,direction,coef,t_stat,p_value,r_squared,n_obs,n_kalshi_trades,w_sec,mean_w_sec,r2_daily_screen,contract_title
KXECKH276,VIS,8,kalshi_leads_etf,0.0002427947207873921,4.530736933408767,5.8778292932916226e-06,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,9,kalshi_leads_etf,2.5785733803890357e-05,0.3582058322191671,0.7201892829669647,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,10,kalshi_leads_etf,-1.4134788454118674e-05,-0.21088409204634612,0.832977717695083,0.7054329553097809,39,136,300,223.65882015384616,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
RATECUT-24SEP18,VCR,-10,etf_leads_kalshi,0.0003182638233204316,1.2921556436817971,0.1963032491765433,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-9,etf_leads_kalshi,0.0004250197545035426,2.4008257603824372,0.016358123446317905,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-8,etf_leads_kalshi,0.0008638667444329115,2.887974961034375,0.0038773073603013642,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-7,etf_leads_kalshi,0.0010144888942577959,1.5438688341906548,0.12262011157203861,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-6,etf_leads_kalshi,0.0016382378931520036,2.231291918269472,0.0256617986648078,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-5,etf_leads_kalshi,0.002492487241381923,3.824791695162334,0.00013088270112008682,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-4,etf_leads_kalshi,0.0028513496343868963,3.2516582586933085,0.0011473388156034573,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-3,etf_leads_kalshi,0.0034234039788245694,3.98752453100705,6.676630265868978e-05,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-2,etf_leads_kalshi,0.003960175778203043,3.8985111154489203,9.678595873164051e-05,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,-1,etf_leads_kalshi,0.0038104046947313418,3.4649194067140234,0.0005303904002181311,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,0,contemp,0.0038596986029614706,3.1845080210882624,0.0014500029233473133,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,1,kalshi_leads_etf,0.004726105980533645,3.6426970999021,0.00026979624816033206,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,2,kalshi_leads_etf,0.004708763481446044,3.1945969332985884,0.0014002625299280467,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,3,kalshi_leads_etf,0.004963606806910648,3.475901730688149,0.0005091388097805938,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,4,kalshi_leads_etf,0.004700026275467461,3.479917574981377,0.0005015680667621331,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,5,kalshi_leads_etf,0.0038954968208983892,3.3099729259085406,0.0009330499579168495,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,6,kalshi_leads_etf,0.003111230650976058,3.297459688412301,0.0009756367846617476,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,7,kalshi_leads_etf,0.0019401429942205442,3.142583240720724,0.0016746408941897297,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,8,kalshi_leads_etf,0.001463527941700037,2.2346882952804172,0.02543781957189772,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,9,kalshi_leads_etf,0.0010894366052157673,2.30647624376663,0.02108403605477943,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
RATECUT-24SEP18,VCR,10,kalshi_leads_etf,0.00020582174245425863,0.5184213338860294,0.6041643330263293,0.9138631024290829,35,103,300,198.18028325714286,0.6822090043500123,"Will the Federal Reserve cut rates before September 19, 2024?"
KXECKH287,VNQ,-10,etf_leads_kalshi,-8.191994144898043e-05,-0.16823922126329025,0.8663950865638427,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-9,etf_leads_kalshi,-0.000450089134803794,-1.344233293116059,0.17887295882879217,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-8,etf_leads_kalshi,-0.0007100288896493823,-0.6943026082122515,0.48749245566573784,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-7,etf_leads_kalshi,-0.00045931072637339225,-0.4858285714649705,0.6270887150999154,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-6,etf_leads_kalshi,-0.0002751043631334326,-0.35483201708568385,0.7227154409195009,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-5,etf_leads_kalshi,-0.0005892556036681683,-0.6412711967233472,0.5213464995271858,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-4,etf_leads_kalshi,-0.0006597971174916274,-0.46045576910806263,0.6451891125872524,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-3,etf_leads_kalshi,-0.0009467861278277533,-0.44559716133442917,0.6558882614473361,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-2,etf_leads_kalshi,-0.0012907485042393581,-0.43127317348436334,0.6662697538856789,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,-1,etf_leads_kalshi,-0.0009279576314667606,-0.3303881090412959,0.7411067251880212,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,0,contemp,-0.0006496694580482214,-0.32033549672366834,0.748714017210393,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,1,kalshi_leads_etf,-0.0005635309704736316,-0.5048606598241447,0.6136567069086534,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,2,kalshi_leads_etf,-0.00046047273525575896,-0.7404059495924741,0.4590537098182603,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,3,kalshi_leads_etf,-0.0006976656889783538,-0.5565476899172308,0.5778365023626931,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,4,kalshi_leads_etf,7.052584147943413e-05,0.08701868753063667,0.9306566579505873,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,5,kalshi_leads_etf,-0.0005642219898446403,-0.807779761199596,0.4192173779564303,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,6,kalshi_leads_etf,-0.0007090491589013847,-0.4799695220761371,0.6312490649776343,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,7,kalshi_leads_etf,0.00011321636025606613,0.1435505897888823,0.8858553600517737,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,8,kalshi_leads_etf,-0.0002470312903163263,-0.5568423934670268,0.5776351162759359,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,9,kalshi_leads_etf,-0.00012645684860017594,-0.5219508945219338,0.6017045211610705,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH287,VNQ,10,kalshi_leads_etf,0.00038789406716168806,0.35261518758419896,0.724376950038823,0.8046753222078705,28,115,300,195.94098857142856,0.6771339593601406,"Will Harris win 287-251 - PA, NV, MI, WI, AZ?"
KXECKH276,VCR,-10,etf_leads_kalshi,7.228389448263988e-05,0.8018999432870555,0.422610838941906,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-9,etf_leads_kalshi,-5.338313798217724e-06,-0.07728837670063374,0.9383941372978154,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-8,etf_leads_kalshi,3.728632312880255e-05,5.257212670708252,1.4625514659274874e-07,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-7,etf_leads_kalshi,-6.0969320245813204e-05,-1.0054868241448143,0.314662490785684,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-6,etf_leads_kalshi,-3.76059130475701e-05,-0.33328267448462495,0.7389209162860149,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-5,etf_leads_kalshi,-9.095402524748747e-06,-0.09126737356717124,0.9272801418835653,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-4,etf_leads_kalshi,0.00017893054828590645,10.387310759941185,2.8322628405696533e-25,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-3,etf_leads_kalshi,0.00019649063694474796,2.4265065173283062,0.015244976503868449,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-2,etf_leads_kalshi,0.00021670134765178315,8.521413464605356,1.5761775833231426e-17,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,-1,etf_leads_kalshi,0.00024980055043858783,2.8118470947523906,0.00492579131311225,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,0,contemp,0.0003694984891903808,2.922032240873508,0.0034775554029735038,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,1,kalshi_leads_etf,0.0005056700259346129,2.2826067247668287,0.022453544488613808,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,2,kalshi_leads_etf,0.0002602447478364787,1.027187888428164,0.3043320000562948,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,3,kalshi_leads_etf,0.00028041464049903086,3.372499502990488,0.0007448922092362437,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,4,kalshi_leads_etf,0.00036176810387602,4.030263843717639,5.571427954380778e-05,0.6299167114259292,39,136,300,223.65882015384616,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
