contract_ticker,etf,mode,bar_freq,K_chosen,k_lag,direction,coef,t_stat,p_value,p_fdr,r_squared,n_obs,n_days,n_params,n_active,n_ylags,n_active_events,r2_daily_screen,contract_title
KXECKH276,VIS,event,10min,3,2,kalshi_leads_etf,0.000519520738667528,0.7899100764401557,0.42958028623129363,0.6822955556871416,0.5197321555973016,12,1,8,7,0,22,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VIS,event,10min,3,3,kalshi_leads_etf,0.00013554671086082537,0.24293547575959856,0.8080553829511229,0.8080553829511229,0.5197321555973016,12,1,8,7,0,22,0.7648119234989674,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,event,10min,3,-3,etf_leads_kalshi,0.0027239363714753797,0.3519749353218457,0.7248570599147333,0.9662885168426121,0.8819840660493954,12,1,11,7,3,22,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,event,10min,3,-2,etf_leads_kalshi,0.002522652601973813,0.24254121332316356,0.8083608263412854,0.9662885168426121,0.8819840660493954,12,1,11,7,3,22,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,event,10min,3,-1,etf_leads_kalshi,0.0034769694872578963,0.26125729705609274,0.7938940952238639,0.9662885168426121,0.8819840660493954,12,1,11,7,3,22,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,event,10min,3,0,contemp,0.0007555382303846336,0.05460511751705542,0.9564530616548077,0.9662885168426121,0.8819840660493954,12,1,11,7,3,22,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,event,10min,3,1,kalshi_leads_etf,0.0006342577411752391,0.04226365706902092,0.9662885168426121,0.9662885168426121,0.8819840660493954,12,1,11,7,3,22,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,event,10min,3,2,kalshi_leads_etf,0.0011499648663964165,0.08976828897918969,0.9284713481497058,0.9662885168426121,0.8819840660493954,12,1,11,7,3,22,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VCR,event,10min,3,3,kalshi_leads_etf,-0.003107685035828839,-0.2250286646846058,0.8219569748845346,0.9662885168426121,0.8819840660493954,12,1,11,7,3,22,0.651769043544155,"Will Harris win 276-262 - PA, NV, MI, WI?"
FEDDECISION-24SEP-C25,VDC,event,2min,8,-8,etf_leads_kalshi,4.3833509269230016e-05,0.8016702926105279,0.42274370457174526,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-7,etf_leads_kalshi,-1.2938164895879188e-05,-0.6629117500473656,0.5073870758860339,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-6,etf_leads_kalshi,3.373388951743386e-05,0.6943434432718331,0.4874668527195284,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-5,etf_leads_kalshi,-2.6710705786456446e-05,-0.4517049474015387,0.6514815536331418,0.718811791717078,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-4,etf_leads_kalshi,3.316971987845884e-05,0.8802411005504711,0.3787287125040618,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-3,etf_leads_kalshi,7.961527241119895e-05,1.2527392140553033,0.21030062983167508,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-2,etf_leads_kalshi,0.00010969845099238877,2.0903709733606393,0.0365844882514391,0.6219363002744647,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-1,etf_leads_kalshi,-5.748387124576814e-05,-1.3225146158796903,0.18599684563821683,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,0,contemp,-1.8002517436657914e-05,-0.35210901986263277,0.7247565041574878,0.7247565041574878,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,1,kalshi_leads_etf,9.446264315124218e-06,0.7792248507325831,0.43584727374137655,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,2,kalshi_leads_etf,-1.3595434989321943e-05,-0.8588325036770595,0.3904329321311316,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,3,kalshi_leads_etf,-2.2563482282512355e-05,-1.584831004982967,0.11300473587528428,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,4,kalshi_leads_etf,8.04652883731684e-06,0.41720462146185755,0.6765287451454851,0.718811791717078,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,5,kalshi_leads_etf,3.829810295053615e-05,1.239774798821671,0.21505870196693988,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,6,kalshi_leads_etf,9.819100784768835e-06,1.0155718770254618,0.30983330264004305,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,7,kalshi_leads_etf,-1.980741620106873e-05,-0.679523705129857,0.49680609289519473,0.6635061761586598,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,8,kalshi_leads_etf,7.376335055586459e-06,0.4811117460034508,0.6304370803491688,0.718811791717078,0.16146896559269086,322,8,25,207,0,477,0.6325467130894744,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
KXECKH276,VDE,event,10min,3,-3,etf_leads_kalshi,-0.004609585956667575,-0.0024646928880972443,0.9980334615884923,0.999729590766398,0.9778060641067349,12,1,11,7,3,22,0.6325059413818794,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,event,10min,3,-2,etf_leads_kalshi,-0.006395015508169628,-0.014068691955476388,0.9887751781838521,0.999729590766398,0.9778060641067349,12,1,11,7,3,22,0.6325059413818794,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,event,10min,3,-1,etf_leads_kalshi,-0.008706727938553408,-0.005245481634004442,0.9958147303832647,0.999729590766398,0.9778060641067349,12,1,11,7,3,22,0.6325059413818794,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,event,10min,3,0,contemp,-0.00899163287428804,-0.0014668685235917401,0.998829608672021,0.999729590766398,0.9778060641067349,12,1,11,7,3,22,0.6325059413818794,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,event,10min,3,1,kalshi_leads_etf,-0.006877006817949299,-0.0016922998208985958,0.998649740745152,0.999729590766398,0.9778060641067349,12,1,11,7,3,22,0.6325059413818794,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,event,10min,3,2,kalshi_leads_etf,-0.004963989227568891,-0.0014076776359069813,0.9988768361186577,0.999729590766398,0.9778060641067349,12,1,11,7,3,22,0.6325059413818794,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDE,event,10min,3,3,kalshi_leads_etf,0.0013661689268154899,0.0003389077218217037,0.999729590766398,0.999729590766398,0.9778060641067349,12,1,11,7,3,22,0.6325059413818794,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,event,10min,3,-3,etf_leads_kalshi,-0.005783721634134083,-2.2841718436379153,0.022361433631351242,0.08487345910817182,0.9988359075894903,12,1,11,7,3,22,0.5903053031486734,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,event,10min,3,-2,etf_leads_kalshi,-0.00709320963874319,-2.230152328208394,0.025737331853736695,0.08487345910817182,0.9988359075894903,12,1,11,7,3,22,0.5903053031486734,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,event,10min,3,-1,etf_leads_kalshi,-0.006808178710938097,-1.972968779173587,0.048499119490383893,0.08487345910817182,0.9988359075894903,12,1,11,7,3,22,0.5903053031486734,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,event,10min,3,0,contemp,-0.007828784857531091,-1.9998086045588228,0.0455209351020651,0.08487345910817182,0.9988359075894903,12,1,11,7,3,22,0.5903053031486734,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,event,10min,3,1,kalshi_leads_etf,-0.00519230932020773,-1.7748435059945593,0.07592373052253894,0.1062932227315545,0.9988359075894903,12,1,11,7,3,22,0.5903053031486734,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,event,10min,3,2,kalshi_leads_etf,-0.0025715540792446367,-1.47416797877471,0.14043636913096377,0.16384243065279108,0.9988359075894903,12,1,11,7,3,22,0.5903053031486734,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VOX,event,10min,3,3,kalshi_leads_etf,-0.0002023107626134827,-0.281798929460803,0.7780976918473631,0.7780976918473631,0.9988359075894903,12,1,11,7,3,22,0.5903053031486734,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,event,10min,3,-3,etf_leads_kalshi,0.007114417111270104,0.4647365715951936,0.6421201151892688,0.8149163135256141,0.9925769836476713,12,1,11,7,3,22,0.5887966658096906,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,event,10min,3,-2,etf_leads_kalshi,0.008843740411683272,0.4296563225507953,0.6674456599844254,0.8149163135256141,0.9925769836476713,12,1,11,7,3,22,0.5887966658096906,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,event,10min,3,-1,etf_leads_kalshi,0.009617161653172196,0.4139927650836783,0.6788794053711324,0.8149163135256141,0.9925769836476713,12,1,11,7,3,22,0.5887966658096906,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,event,10min,3,0,contemp,0.005420426192381755,0.35426852922643737,0.7231376503516664,0.8149163135256141,0.9925769836476713,12,1,11,7,3,22,0.5887966658096906,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,event,10min,3,1,kalshi_leads_etf,0.0029204826930437884,0.2781291481256391,0.7809132211612936,0.8149163135256141,0.9925769836476713,12,1,11,7,3,22,0.5887966658096906,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,event,10min,3,2,kalshi_leads_etf,0.0013725442476832503,0.2340884485753436,0.8149163135256141,0.8149163135256141,0.9925769836476713,12,1,11,7,3,22,0.5887966658096906,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VGT,event,10min,3,3,kalshi_leads_etf,-0.005157004153531761,-0.5016058782945076,0.6159447836441803,0.8149163135256141,0.9925769836476713,12,1,11,7,3,22,0.5887966658096906,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,event,10min,3,-3,etf_leads_kalshi,0.0004376326187142249,0.09461523908453702,0.9246204451005732,0.9571207509798881,0.9593269010747666,12,1,11,7,3,22,0.532567360488065,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,event,10min,3,-2,etf_leads_kalshi,0.0009096932585036938,0.1100477397759327,0.9123715139384554,0.9571207509798881,0.9593269010747666,12,1,11,7,3,22,0.532567360488065,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,event,10min,3,-1,etf_leads_kalshi,0.0012349821630821582,0.11373620997131566,0.9094469073514827,0.9571207509798881,0.9593269010747666,12,1,11,7,3,22,0.532567360488065,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,event,10min,3,0,contemp,0.0008029640389360849,0.08189840007605356,0.9347275067213474,0.9571207509798881,0.9593269010747666,12,1,11,7,3,22,0.532567360488065,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,event,10min,3,1,kalshi_leads_etf,0.0010475632867844422,0.13918484627457245,0.8893040828651222,0.9571207509798881,0.9593269010747666,12,1,11,7,3,22,0.532567360488065,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,event,10min,3,2,kalshi_leads_etf,0.0005070560197716938,0.08820645911439277,0.9297125836990026,0.9571207509798881,0.9593269010747666,12,1,11,7,3,22,0.532567360488065,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VDC,event,10min,3,3,kalshi_leads_etf,-0.0003260153327529692,-0.05376706360620871,0.9571207509798881,0.9571207509798881,0.9593269010747666,12,1,11,7,3,22,0.532567360488065,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,event,10min,3,-3,etf_leads_kalshi,-0.00019505156450214055,-0.010956168626370664,0.9912584170942998,0.9993199218757217,0.6953402018388455,12,1,11,7,3,22,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,event,10min,3,-2,etf_leads_kalshi,2.1671928315936606e-05,0.0008523516308430164,0.9993199218757217,0.9993199218757217,0.6953402018388455,12,1,11,7,3,22,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,event,10min,3,-1,etf_leads_kalshi,0.00014355974187694266,0.00952012923763861,0.9924041506035403,0.9993199218757217,0.6953402018388455,12,1,11,7,3,22,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,event,10min,3,0,contemp,8.846696484055911e-05,0.0025552052051601454,0.9979612434356518,0.9993199218757217,0.6953402018388455,12,1,11,7,3,22,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,event,10min,3,1,kalshi_leads_etf,8.04420473751144e-05,0.003783342428467361,0.9969813366894607,0.9993199218757217,0.6953402018388455,12,1,11,7,3,22,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,event,10min,3,2,kalshi_leads_etf,0.00011465573932472025,0.013025843114698909,0.9896071747844325,0.9993199218757217,0.6953402018388455,12,1,11,7,3,22,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECKH276,VAW,event,10min,3,3,kalshi_leads_etf,1.2524968639447166e-05,0.0011206304025217387,0.9991058664906056,0.9993199218757217,0.6953402018388455,12,1,11,7,3,22,0.4430827720119678,"Will Harris win 276-262 - PA, NV, MI, WI?"
KXECDJT281,VNQ,event,5min,5,-5,etf_leads_kalshi,-8.134749063822351e-05,-1.2901546538851216,0.19699696693174262,0.30956666232130986,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,-4,etf_leads_kalshi,-0.00010200198622398337,-2.3040195868998397,0.021221544105220612,0.05835924628935668,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,-3,etf_leads_kalshi,-0.00011003869294706909,-3.8788011722029307,0.00010497250767008648,0.0011546975843709513,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,-2,etf_leads_kalshi,-0.0001962471713370915,-1.3276166387060868,0.18430478499361846,0.30956666232130986,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,-1,etf_leads_kalshi,0.00018443233298377304,1.1036250461416564,0.26975582183785685,0.32970942547266313,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,0,contemp,5.838248366348727e-05,1.1036102171201987,0.2697622572049062,0.32970942547266313,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,1,kalshi_leads_etf,0.0002788109150534067,3.3146835464547624,0.0009174692477115825,0.0033640539082758028,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,2,kalshi_leads_etf,0.00035009588697217125,1.6389275707535993,0.10122834494709608,0.2227023588836114,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,3,kalshi_leads_etf,0.00020580426236757428,0.6632997530488441,0.5071385947080036,0.5071385947080036,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,4,kalshi_leads_etf,8.415659854134909e-05,3.6846004942778374,0.00022906163796913102,0.0012598390088302206,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,5,5,kalshi_leads_etf,0.00011074519254346123,0.716425257706011,0.4737288035898598,0.5071385947080036,0.2691111444832326,60,3,14,37,0,108,0.4303337624527567,"Will Trump win 281-257 - AZ, GA, NC, PA?"
FEDDECISION-24SEP-C25,VOX,event,2min,8,-8,etf_leads_kalshi,2.112833040313063e-05,0.28834591436706664,0.7730819642872628,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-7,etf_leads_kalshi,-3.18914433613746e-06,-0.2750250186832535,0.7832970170736401,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-6,etf_leads_kalshi,2.330620495724788e-05,0.339753908226845,0.7340418610751174,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-5,etf_leads_kalshi,-1.8445261103902758e-05,-0.372634636555834,0.7094203903256302,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-4,etf_leads_kalshi,6.425014183827144e-05,1.1114638352558217,0.2663687483985657,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-3,etf_leads_kalshi,0.00011947067541903661,0.9720927926616004,0.33100438738258875,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-2,etf_leads_kalshi,0.0001231099401071077,1.7605618406777646,0.07831259204709032,0.6656570324002677,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-1,etf_leads_kalshi,-5.6629181844789595e-05,-1.2121438784193417,0.2254573099192726,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,0,contemp,-3.901450109961844e-05,-0.8126531530839792,0.4164169475167201,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,1,kalshi_leads_etf,3.871827792037795e-05,0.877443425389101,0.3802458350582505,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,2,kalshi_leads_etf,-8.82935327395135e-06,-0.2814968843112457,0.7783293174717252,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,3,kalshi_leads_etf,-3.671329274484538e-05,-2.006698579902485,0.04478176733434272,0.6656570324002677,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,4,kalshi_leads_etf,-1.2246020186630812e-05,-0.24319625911653814,0.8078533646790064,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,5,kalshi_leads_etf,4.217851951868383e-06,0.1846729864476912,0.8534855354009436,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,6,kalshi_leads_etf,-1.7626781845897256e-05,-1.4239098163369548,0.15447257984384719,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,7,kalshi_leads_etf,-1.733405895810385e-05,-0.3759187793955764,0.7069772788542021,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,8,kalshi_leads_etf,8.762408257270926e-06,0.19041497840901145,0.8489839613219149,0.8534855354009436,0.15846903544063085,322,8,25,207,0,477,0.4259019059689291,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,event,2min,8,-8,etf_leads_kalshi,3.503183268299848e-05,0.7943859834135009,0.4269707615441263,0.7258502946250146,0.15395404212803465,322,8,25,207,0,477,0.4196610274034253,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,event,2min,8,-7,etf_leads_kalshi,-3.6244702793220816e-05,-1.0935557717863935,0.2741498558835659,0.6978787890327496,0.15395404212803465,322,8,25,207,0,477,0.4196610274034253,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,event,2min,8,-6,etf_leads_kalshi,4.726668798070496e-05,1.1604821869494535,0.24585254207083196,0.6978787890327496,0.15395404212803465,322,8,25,207,0,477,0.4196610274034253,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,event,2min,8,-5,etf_leads_kalshi,-2.1024303495172116e-05,-0.8974754996323338,0.36946524125263214,0.6978787890327496,0.15395404212803465,322,8,25,207,0,477,0.4196610274034253,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
